data_id,data_field,category_id,category_field,Participants,Value Type,Sexed,Debut,Item count,Item Type,Instances,Version,Stability,Strata,Array,level1,level2,level3,level4,level5,level6,level7,level8
130092,Date A54 first reported (gonococcal infection),2401,Certain infectious and parasitic diseases,282,Date,Both sexes,Jul 2019,282,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130093,Source of report of A54 (gonococcal infection),2401,Certain infectious and parasitic diseases,282,Categorical (single),Both sexes,Jul 2019,282,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130094,Date A55 first reported (chlamydial lymphogranuloma (venereum)),2401,Certain infectious and parasitic diseases,4,Date,Both sexes,Jul 2019,4,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130095,Source of report of A55 (chlamydial lymphogranuloma (venereum)),2401,Certain infectious and parasitic diseases,4,Categorical (single),Both sexes,Jul 2019,4,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130096,Date A56 first reported (other sexually transmitted chlamydial diseases),2401,Certain infectious and parasitic diseases,84,Date,Both sexes,Jul 2019,84,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130097,Source of report of A56 (other sexually transmitted chlamydial diseases),2401,Certain infectious and parasitic diseases,84,Categorical (single),Both sexes,Jul 2019,84,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130098,Date A57 first reported (chancroid),2401,Certain infectious and parasitic diseases,pending,Date,Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130099,Source of report of A57 (chancroid),2401,Certain infectious and parasitic diseases,pending,Categorical (single),Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130100,Date A58 first reported (granuloma inguinale),2401,Certain infectious and parasitic diseases,2,Date,Both sexes,Jul 2019,2,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130101,Source of report of A58 (granuloma inguinale),2401,Certain infectious and parasitic diseases,2,Categorical (single),Both sexes,Jul 2019,2,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130102,Date A59 first reported (trichomoniasis),2401,Certain infectious and parasitic diseases,90,Date,Both sexes,Jul 2019,90,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130103,Source of report of A59 (trichomoniasis),2401,Certain infectious and parasitic diseases,90,Categorical (single),Both sexes,Jul 2019,90,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130104,Date A60 first reported (anogenital herpesviral [herpes simplex] infections),2401,Certain infectious and parasitic diseases,447,Date,Both sexes,Jul 2019,447,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130105,Source of report of A60 (anogenital herpesviral [herpes simplex] infections),2401,Certain infectious and parasitic diseases,447,Categorical (single),Both sexes,Jul 2019,447,Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130106,"Date A63 first reported (other predominantly sexually transmitted diseases, not elsewhere classified)",2401,Certain infectious and parasitic diseases,"1,842",Date,Both sexes,Jul 2019,"1,842",Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130107,"Source of report of A63 (other predominantly sexually transmitted diseases, not elsewhere classified)",2401,Certain infectious and parasitic diseases,"1,842",Categorical (single),Both sexes,Jul 2019,"1,842",Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130108,Date A64 first reported (unspecified sexually transmitted disease),2401,Certain infectious and parasitic diseases,3,Date,Both sexes,Jul 2019,3,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130109,Source of report of A64 (unspecified sexually transmitted disease),2401,Certain infectious and parasitic diseases,3,Categorical (single),Both sexes,Jul 2019,3,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130110,Date A65 first reported (non-venereal syphilis),2401,Certain infectious and parasitic diseases,pending,Date,Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130111,Source of report of A65 (non-venereal syphilis),2401,Certain infectious and parasitic diseases,pending,Categorical (single),Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130112,Date A66 first reported (yaws),2401,Certain infectious and parasitic diseases,22,Date,Both sexes,Jul 2019,22,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130113,Source of report of A66 (yaws),2401,Certain infectious and parasitic diseases,22,Categorical (single),Both sexes,Jul 2019,22,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130114,Date A67 first reported (pinta [carate]),2401,Certain infectious and parasitic diseases,6,Date,Both sexes,Jul 2019,6,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130115,Source of report of A67 (pinta [carate]),2401,Certain infectious and parasitic diseases,6,Categorical (single),Both sexes,Jul 2019,6,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130116,Date A68 first reported (relapsing fevers),2401,Certain infectious and parasitic diseases,2,Date,Both sexes,Jul 2019,2,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130117,Source of report of A68 (relapsing fevers),2401,Certain infectious and parasitic diseases,2,Categorical (single),Both sexes,Jul 2019,2,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130118,Date A69 first reported (other spirochaetal infections),2401,Certain infectious and parasitic diseases,280,Date,Both sexes,Jul 2019,280,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130119,Source of report of A69 (other spirochaetal infections),2401,Certain infectious and parasitic diseases,280,Categorical (single),Both sexes,Jul 2019,280,Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130120,Date A70 first reported (chlamydia psittaci infection),2401,Certain infectious and parasitic diseases,31,Date,Both sexes,Jul 2019,31,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130121,Source of report of A70 (chlamydia psittaci infection),2401,Certain infectious and parasitic diseases,31,Categorical (single),Both sexes,Jul 2019,31,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130122,Date A71 first reported (trachoma),2401,Certain infectious and parasitic diseases,35,Date,Both sexes,Jul 2019,35,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130123,Source of report of A71 (trachoma),2401,Certain infectious and parasitic diseases,35,Categorical (single),Both sexes,Jul 2019,35,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130124,Date A74 first reported (other diseases caused by chlamydiae),2401,Certain infectious and parasitic diseases,31,Date,Both sexes,Jul 2019,31,Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130125,Source of report of A74 (other diseases caused by chlamydiae),2401,Certain infectious and parasitic diseases,31,Categorical (single),Both sexes,Jul 2019,31,Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130126,Date A75 first reported (typhus fever),2401,Certain infectious and parasitic diseases,4,Date,Both sexes,Jul 2019,4,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130127,Source of report of A75 (typhus fever),2401,Certain infectious and parasitic diseases,4,Categorical (single),Both sexes,Jul 2019,4,Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130128,Date A77 first reported (spotted fever [tick-borne rickettsioses]),2401,Certain infectious and parasitic diseases,20,Date,Both sexes,Jul 2019,20,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130129,Source of report of A77 (spotted fever [tick-borne rickettsioses]),2401,Certain infectious and parasitic diseases,20,Categorical (single),Both sexes,Jul 2019,20,Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130130,Date A78 first reported (q fever),2401,Certain infectious and parasitic diseases,10,Date,Both sexes,Jul 2019,10,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130131,Source of report of A78 (q fever),2401,Certain infectious and parasitic diseases,10,Categorical (single),Both sexes,Jul 2019,10,Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130132,Date A79 first reported (other rickettsioses),2401,Certain infectious and parasitic diseases,2,Date,Both sexes,Jul 2019,2,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130133,Source of report of A79 (other rickettsioses),2401,Certain infectious and parasitic diseases,2,Categorical (single),Both sexes,Jul 2019,2,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130134,Date A80 first reported (acute poliomyelitis),2401,Certain infectious and parasitic diseases,496,Date,Both sexes,Jul 2019,496,Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130135,Source of report of A80 (acute poliomyelitis),2401,Certain infectious and parasitic diseases,496,Categorical (single),Both sexes,Jul 2019,496,Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130136,Date A81 first reported (atypical virus infections of central nervous system),2401,Certain infectious and parasitic diseases,47,Date,Both sexes,Jul 2019,47,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130137,Source of report of A81 (atypical virus infections of central nervous system),2401,Certain infectious and parasitic diseases,47,Categorical (single),Both sexes,Jul 2019,47,Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130138,Date A82 first reported (rabies),2401,Certain infectious and parasitic diseases,18,Date,Both sexes,Jul 2019,18,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130139,Source of report of A82 (rabies),2401,Certain infectious and parasitic diseases,18,Categorical (single),Both sexes,Jul 2019,18,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130140,Date A83 first reported (mosquito-borne viral encephalitis),2401,Certain infectious and parasitic diseases,33,Date,Both sexes,Jul 2019,33,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130141,Source of report of A83 (mosquito-borne viral encephalitis),2401,Certain infectious and parasitic diseases,33,Categorical (single),Both sexes,Jul 2019,33,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130142,Date A84 first reported (tick-borne viral encephalitis),2401,Certain infectious and parasitic diseases,8,Date,Both sexes,Jul 2019,8,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130143,Source of report of A84 (tick-borne viral encephalitis),2401,Certain infectious and parasitic diseases,8,Categorical (single),Both sexes,Jul 2019,8,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130144,"Date A85 first reported (other viral encephalitis, not elsewhere classified)",2401,Certain infectious and parasitic diseases,12,Date,Both sexes,Jul 2019,12,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130145,"Source of report of A85 (other viral encephalitis, not elsewhere classified)",2401,Certain infectious and parasitic diseases,12,Categorical (single),Both sexes,Jul 2019,12,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130146,Date A86 first reported (unspecified viral encephalitis),2401,Certain infectious and parasitic diseases,90,Date,Both sexes,Jul 2019,90,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130147,Source of report of A86 (unspecified viral encephalitis),2401,Certain infectious and parasitic diseases,90,Categorical (single),Both sexes,Jul 2019,90,Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130148,Date A87 first reported (viral meningitis),2401,Certain infectious and parasitic diseases,491,Date,Both sexes,Jul 2019,491,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130149,Source of report of A87 (viral meningitis),2401,Certain infectious and parasitic diseases,491,Categorical (single),Both sexes,Jul 2019,491,Data,Singular,Sep 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130150,"Date A88 first reported (other viral infections of central nervous system, not elsewhere classified)",2401,Certain infectious and parasitic diseases,22,Date,Both sexes,Jul 2019,22,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130151,"Source of report of A88 (other viral infections of central nervous system, not elsewhere classified)",2401,Certain infectious and parasitic diseases,22,Categorical (single),Both sexes,Jul 2019,22,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130152,Date A89 first reported (unspecified viral infection of central nervous system),2401,Certain infectious and parasitic diseases,37,Date,Both sexes,Jul 2019,37,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130153,Source of report of A89 (unspecified viral infection of central nervous system),2401,Certain infectious and parasitic diseases,37,Categorical (single),Both sexes,Jul 2019,37,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130154,Date A90 first reported (dengue fever [classical dengue]),2401,Certain infectious and parasitic diseases,9,Date,Both sexes,Jul 2019,9,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130155,Source of report of A90 (dengue fever [classical dengue]),2401,Certain infectious and parasitic diseases,9,Categorical (single),Both sexes,Jul 2019,9,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130156,Date A91 first reported (dengue haemorrhagic fever),2401,Certain infectious and parasitic diseases,2,Date,Both sexes,Jul 2019,2,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130157,Source of report of A91 (dengue haemorrhagic fever),2401,Certain infectious and parasitic diseases,2,Categorical (single),Both sexes,Jul 2019,2,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130158,Date A92 first reported (other mosquito-borne viral fevers),2401,Certain infectious and parasitic diseases,14,Date,Both sexes,Jul 2019,14,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130159,Source of report of A92 (other mosquito-borne viral fevers),2401,Certain infectious and parasitic diseases,14,Categorical (single),Both sexes,Jul 2019,14,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130160,"Date A93 first reported (other arthropod-borne viral fevers, not elsewhere classified)",2401,Certain infectious and parasitic diseases,9,Date,Both sexes,Jul 2019,9,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130161,"Source of report of A93 (other arthropod-borne viral fevers, not elsewhere classified)",2401,Certain infectious and parasitic diseases,9,Categorical (single),Both sexes,Jul 2019,9,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130162,Date A94 first reported (unspecified arthropod-borne viral fever),2401,Certain infectious and parasitic diseases,4,Date,Both sexes,Jul 2019,4,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130163,Source of report of A94 (unspecified arthropod-borne viral fever),2401,Certain infectious and parasitic diseases,4,Categorical (single),Both sexes,Jul 2019,4,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130164,Date A95 first reported (yellow fever),2401,Certain infectious and parasitic diseases,72,Date,Both sexes,Jul 2019,72,Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130165,Source of report of A95 (yellow fever),2401,Certain infectious and parasitic diseases,72,Categorical (single),Both sexes,Jul 2019,72,Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130166,Date A96 first reported (arenaviral haemorrhagic fever),2401,Certain infectious and parasitic diseases,pending,Date,Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130167,Source of report of A96 (arenaviral haemorrhagic fever),2401,Certain infectious and parasitic diseases,pending,Categorical (single),Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130168,Date A97 first reported (dengue),2401,Certain infectious and parasitic diseases,33,Date,Both sexes,Jul 2019,33,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130169,Source of report of A97 (dengue),2401,Certain infectious and parasitic diseases,33,Categorical (single),Both sexes,Jul 2019,33,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130170,"Date A98 first reported (other viral haemorrhagic fevers, not elsewhere classified)",2401,Certain infectious and parasitic diseases,1,Date,Both sexes,Jul 2019,1,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130171,"Source of report of A98 (other viral haemorrhagic fevers, not elsewhere classified)",2401,Certain infectious and parasitic diseases,1,Categorical (single),Both sexes,Jul 2019,1,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130172,Date A99 first reported (unspecified viral haemorrhagic fever),2401,Certain infectious and parasitic diseases,pending,Date,Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130173,Source of report of A99 (unspecified viral haemorrhagic fever),2401,Certain infectious and parasitic diseases,pending,Categorical (single),Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130174,Date B00 first reported (herpesviral [herpes simplex] infections),2401,Certain infectious and parasitic diseases,"4,624",Date,Both sexes,Jul 2019,"4,624",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130175,Source of report of B00 (herpesviral [herpes simplex] infections),2401,Certain infectious and parasitic diseases,"4,624",Categorical (single),Both sexes,Jul 2019,"4,624",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130176,Date B01 first reported (varicella [chickenpox]),2401,Certain infectious and parasitic diseases,"11,665",Date,Both sexes,Jul 2019,"11,665",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130177,Source of report of B01 (varicella [chickenpox]),2401,Certain infectious and parasitic diseases,"11,665",Categorical (single),Both sexes,Jul 2019,"11,665",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130178,Date B02 first reported (zoster [herpes zoster]),2401,Certain infectious and parasitic diseases,"15,909",Date,Both sexes,Jul 2019,"15,909",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130179,Source of report of B02 (zoster [herpes zoster]),2401,Certain infectious and parasitic diseases,"15,909",Categorical (single),Both sexes,Jul 2019,"15,909",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130180,Date B03 first reported (smallpox),2401,Certain infectious and parasitic diseases,14,Date,Both sexes,Jul 2019,14,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130181,Source of report of B03 (smallpox),2401,Certain infectious and parasitic diseases,14,Categorical (single),Both sexes,Jul 2019,14,Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130182,Date B04 first reported (monkeypox),2401,Certain infectious and parasitic diseases,pending,Date,Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130183,Source of report of B04 (monkeypox),2401,Certain infectious and parasitic diseases,pending,Categorical (single),Both sexes,Jul 2019,pending,Data,Singular,N/A,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130184,Date B05 first reported (measles),2401,Certain infectious and parasitic diseases,"8,342",Date,Both sexes,Jul 2019,"8,342",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130185,Source of report of B05 (measles),2401,Certain infectious and parasitic diseases,"8,342",Categorical (single),Both sexes,Jul 2019,"8,342",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130186,Date B06 first reported (rubella [german measles]),2401,Certain infectious and parasitic diseases,"3,233",Date,Both sexes,Jul 2019,"3,233",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130187,Source of report of B06 (rubella [german measles]),2401,Certain infectious and parasitic diseases,"3,233",Categorical (single),Both sexes,Jul 2019,"3,233",Data,Singular,Feb 2020,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130188,Date B07 first reported (viral warts),2401,Certain infectious and parasitic diseases,"17,495",Date,Both sexes,Jul 2019,"17,495",Data,Singular,Aug 2019,Ongoing,Health-related outcomes,First occurrences,Certain infectious and parasitic diseases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
